3536-23268-0001.flac,"Every time he beheld the object of his passion, for he still continued his visits, though not so frequently as heretofore, he pleaded his cause with such ardor that Miss Woodley, who was sometimes present and ever compassionate, could not resist wishing him success."
3536-23268-0005.flac,"I thought, Miss Millner, you gave me your word that you would pass this evening at home."
3536-23268-0006.flac,"Yes indeed, and I believe it is right that I should keep my first promise, is it not?"
3536-23268-0008.flac,"Nor had this good woman's sufficious labours taken the lease from the awkwardness of the silence, which, as soon as the bustle she had made was over, returned in its full force."
3536-23268-0014.flac,"If you think so, Madamme, I see nothing that should prevent me now."
3536-23268-0015.flac,"Niece, I command you not to stir out of the room this evening."
3536-23268-0017.flac,"At the usual hour Mister Dorosworth and his ward were summoned to tea, he entered with a countenance which evinced the remains of anger, his eye gave testimony of his absent thoughts, and though he took up a pamphlet affecting to read, it was plain to discern that he scarcely knew he held it in his hand."
3536-23268-0027.flac,"What he said, he looked with so much sincerity, that had she been burning with rage at his late behaviour, she must have forgiven him, for the regret which he so forcibly expressed."
3536-8226-0003.flac,"In making this, he had expected no success, though from the energetic nature of his disposition, he had made the attempt with some zeal."
3536-8226-0006.flac,"A distinct promise of 100 pounds was made to him if he would have the child ready to hand over to Travallion, on Travallion's arrival in England."
3536-8226-0012.flac,"Drat them all, what is it they want? They don't know what they want."
3536-8226-0016.flac,"""Does one Mister Samuel Basel live here?"" asked Travallion."
3536-8226-0025.flac,"""If you would have gone to Mister Skint, Sir,"" suggested Basel."
3536-8226-0030.flac,"But if you ask me my opinion, why in course they've been together somewhere."
3536-8226-0032.flac,"And he did go away, leaving Basel standing in the middle of Stony Walk."
